SampleID,Short Description,Biomass.Type,Class,Subclass,State,Location.Notes,LinkRef,Source,Full Description,Notes,Field11,Field12,Mod_By,Last_Mod,Moist ar,Moist ad,Ash ar,Ash ad,Ash db,VM ar,VM ad,VM db,VM daf,FC ar,FC ad,FC db,FC daf,CV MJ/kg ar,CV MJ/kg ad,CV MJ/kg db,CV MJ/kg daf,CV kcal/kg ar,CV kcal/kg ad,CV kcal/kg db,CV kcal/kg daf,C ar,C ad,C db,C daf,H ar,H ad,H db,H daf,N ar,N ad,N db,N daf,S ar,S ad,S db,S daf,O ar,O ad,O db,O daf,Cl mg/kg ar,Cl mg/kg ad,Cl mg/kg db,Cl mg/kg daf,Analysis.Note.1,Na2O,MgO,Al2O3,SiO2,P2O5,K2O3,CaO,TiO2,Mn3O4,Fe2O3,Other,FileNameRef,Extension,Data Sources,SSC_NAME16,STE_NAME16,Longitude,Latitude
62,Blue gum residues,Forestry,Mixed,Hardwood (Eucalyptus),WA,Dinninup,72,B89,"Eucalyptus globulus (blue gum) residues. Age ~ 13 years. Sample is a 1:1:1 mixture (by dry weight) of leaf/twig, bark and wood, respectively",Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Dinninup. Harvested Dec 2002.,Eucalypt,other,SSH,8/09/2020,10,7.8,2.7,2.8,3,72.6,74.4,80.7,83.2,14.7,15,16.3,16.8,17.32,17.74,19.24,19.84,4136,4238,4596,4738,44.2,45.3,49.1,50.7,5.27,5.4,5.86,6.04,0.34,0.35,0.38,0.39,0.03,0.03,0.03,0.03,37.5,38.3,41.63,42.84,2343,2400,2603,2683.51,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",1.9,9.3,0.32,0.6,2,5.9,41,0.01,0.33,0.5,38.14,813,GIF,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6221",Dinninup,Western Australia,116.51376,-33.74194976
63,Stringy bark residues,Forestry,Mixed,Hardwood (Eucalyptus),WA,Bridgetown,73,B90,"Eucalyptus muellerana (yellow stringy bark) residues. Age ~ 6 years. Sample is a 1:1:1 mixture (by dry weight) of leaf/twig, bark and wood, respectively.",Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Bridgetown. Harvested Dec 2002.,Eucalypt,other,SSH,8/09/2020,10.2,8.2,1.2,1.2,1.3,72.2,73.8,80.4,81.5,16.4,16.8,18.3,18.5,17.99,18.39,20.03,20.3,4296,4392,4784,4848,45.4,46.4,50.5,51.2,5.39,5.51,6,6.08,0.31,0.32,0.35,0.35,0.03,0.03,0.03,0.03,37.5,38.3,41.82,42.34,2152,2200,2397,2428.57,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",5.2,12.2,0.56,1.15,2.9,16.2,26.3,0.04,1.01,0.37,34.07,822,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6222",Bridgetown,Western Australia,116.1312159,-33.95445297
64,Red ironbark residues,Forestry,Mixed,Hardwood (Eucalyptus),WA,Dinninup,74,B91,"Eucalyptus sideroxylon (red ironbark, ALTRIG species) residues. Age ~ 13 years. Sample is a 1:1:1 mixture (by dry weight) of leaf/twig, bark and wood, respectively.",Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Dinninup. Harvested Dec 2002.,Eucalypt,other,SSH,8/09/2020,11.4,8.6,2.1,2.2,2.4,67.7,69.8,76.4,78.3,18.8,19.4,21.2,21.7,17.64,18.2,19.91,20.4,4214,4346,4756,4872,45.1,46.5,50.9,52.1,5.13,5.29,5.79,5.93,0.31,0.32,0.35,0.36,0.03,0.03,0.04,0.04,35.9,37.06,40.52,41.57,2133,2200,2407,2466.19,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",1.65,12,0.48,1.37,5,13.7,31,0.03,0.62,0.71,33.44,831,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6223",Dinninup,Western Australia,116.51376,-33.74194976
65,Maritine pine residues,Forestry,Mixed,Softwood (Maritine pine),WA,Woodanilling,75,B92,"Pinus painster (maritine pine, ALTRIG species) residues. Age ~ 6 years. Sample is a 1:1:1 mixture (by dry weight) of leaf/twig, bark and wood, respectively.",Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Woodanilling. Harvested Dec 2002.,pine,other,SSH,8/09/2020,11,8,1,1,1,71,73,79,80,17,18,20,20,17,18,20,20,4293,4446,4836,4915,45,47,51,52,5,5,6,6,0,0,0,0,0,0,0,0,38,39,42,42,,,,,"Analysis values calculated as an average of the sample components (ID#85,86,87).",,,,,,,,,,,,840,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6224",Woodanilling,Western Australia,117.4605272,-33.5703198
66,Brutian pine residues,Forestry,Mixed,Softwood (Brutia pine),WA,Jarrahsend State Forest,76,B93,"Pinus brutian (brutia pine, ALTRIG species) residues. Age ~ 51 years. Sample is a 1:1:1 mixture (by dry weight) of leaf/twig, bark and wood, respectively.",Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Harvested in Jarrahsend State Forest Dec 2002..,pine,other,SSH,8/09/2020,11,8,2,2,2,71,73,80,81,16,17,18,19,17,17,19,19,4061,4191,4595,4734,43,45,49,50,5,5,5,6,0,0,0,0,0,0,0,0,39,40,44,44,,,,,"Analysis values calculated as an average of the sample components (ID#88,89,90).",,,,,,,,,,,,849,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6225",,Western Australia,115.7339,-33.7294
67,Flooded gum residues,Forestry,Mixed,Hardwood (Eucalyptus),WA,Bridgetown,77,B94,"Eucalyptus grandis (flooded gum) residues. ALTRIG species. Age ~ 14 years. Sample is a 1:1:1 mixture (by dry weight) of leaf/twig, bark and wood, respectively.",Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Bridgetown. Harvested Dec 2002.,Eucalypt,other,SSH,8/09/2020,10.7,8.7,2.3,2.4,2.6,70.4,72,78.9,81,16.6,16.9,18.5,19,16.81,17.19,18.83,19.34,4016,4106,4498,4620,43.6,44.6,48.8,50.2,5.11,5.22,5.72,5.87,0.23,0.24,0.26,0.27,0.03,0.03,0.03,0.03,38,38.8,42.59,43.63,2152,2200,2410,2474.33,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",2.69,10.8,0.33,0.58,1.6,6.6,37.1,0.02,1.05,0.16,39.07,858,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6226",Bridgetown,Western Australia,116.1312159,-33.95445297
68,Lucerne stems,Agricultural,Crop farming,Lucerne stems,WA,Woodanilling,78,B95,Medicago sativa (lucerne) stems. Age ~ 5 years.,Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Woodanilling. Harvested Dec 2002.,lucerne,other,SSH,8/09/2020,11.1,7.5,2.7,2.8,3,70.7,73.6,79.6,82.1,15.5,16.1,17.4,17.9,16.83,17.51,18.93,19.52,4020,4182,4522,4662,42.6,44.3,47.9,49.4,5.3,5.51,5.96,6.14,0.96,1,1.08,1.11,0.08,0.08,0.09,0.09,37.3,38.81,41.97,43.26,2403,2500,2703,2786.6,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",3.3,8.8,0.85,3,2.7,13.9,31,0.05,0.06,1.83,34.51,867,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6227",Woodanilling,Western Australia,117.4605272,-33.5703198
69,Wheat straw,Agricultural,Crop farming,Wheat straw,WA,Woodanilling,79,B96,Tricicum sp. (wheat straw / stubble). Planted 2002.,Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Woodanilling. Harvested Dec 2002.,wheat,other,SSH,8/09/2020,56.8,7.6,1.2,2.6,2.8,34.6,74,80.1,82.4,7.4,15.8,17.1,17.6,7.98,17.06,18.46,19,1906,4074,4410,4538,20.3,43.4,47,48.3,2.52,5.4,5.84,6.01,0.15,0.32,0.35,0.36,0.03,0.06,0.07,0.07,19,40.62,43.94,45.26,3320,7100,7680,7901.23,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",2,7.2,0.53,35,1,31,4.8,0.02,0.03,0.62,17.8,876,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6228",Woodanilling,Western Australia,117.4605272,-33.5703198
70,Pine chips,Industrial Processing,Timber industry,Residues (Softwood),QLD,Gympie,80,B97,Residue from Timbermill: Slash pine chips (Softwood),Collected by Lasse Tobiasen / Wes Stein at Gympie Timbermill feb 25 2003.,pine,chips,SSH,8/09/2020,54.6,7.6,0.2,0.4,0.4,37.3,76,82.3,82.6,7.9,16,17.3,17.4,9.1,18.53,20.05,20.14,2174,4426,4788,4810,23.6,48.1,52.1,52.3,2.71,5.51,5.96,5.99,0.06,0.12,0.13,0.13,0.01,0.02,0.02,0.02,18.8,38.25,41.39,41.56,20,40.7,44.05,44.23,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified. Note that Chlorine was below the lower detection limit of 40mg/kg. A value of 20mg/kg (a.r. basis) has been entered to allow for correct average calculations.",1.2,9.6,13.8,9.1,6.3,17.9,18,0.15,1.25,1.98,20.72,885,JPG,Collected by Lasse Tobiasen / Wes Stein at Gympie Timbermill feb 25 2003. Contact at Timbermill: Wesley Corbet email: wesleycorbet@yahoo.com.au ph: (07) 5482 4699,Gympie,Queensland,152.6657079,-26.18344803
71,Eucalyptus sawdust,Industrial Processing,Timber industry,Sawdust (Hardwood),QLD,Gympie,81,B98,Residue from Timbermill: Eucalypt (Hardwood) sawdust. The main species used at the timbermill is spotted gum.,Collected by Lasse Tobiasen / Wes Stein at Gympie Timbermill feb 25 2003.,Eucalypt,sawdust,SSH,8/09/2020,30.4,8.2,0.3,0.4,0.4,58.8,77.5,84.4,84.8,10.5,13.9,15.2,15.2,13.39,17.66,19.24,19.32,3198,4218,4596,4614,35.3,46.6,50.8,51,4.11,5.42,5.9,5.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,29.9,39.4,42.88,43.05,211,278,303,304.22,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",2.7,10.9,3.5,7.6,1.6,6.9,34,0.14,1.91,2.98,27.77,894,JPG,Collected by Lasse Tobiasen / Wes Stein at Gympie Timbermill feb 25 2003. Contact at Timbermill: Wesley Corbet email: wesleycorbet@yahoo.com.au ph: (07) 5482 4700,Gympie,Queensland,152.6657079,-26.18344803
72,Softwood chips,Industrial Processing,Timber industry,Woodchips (Softwood),VIC,Benalla,82,B55,Wood chips (softwood species not known),"AGL samples #1, from Alan Parker. Ground Hardwood & pine wood. Date: 18/06/2001",other,chips,SSH,8/09/2020,10.2,5.9,1.2,1.3,1.4,73.4,76.9,81.7,82.9,15.2,15.9,16.9,17.1,16.67,17.47,18.57,18.83,3982,4172,4436,4498,42.1,44.1,46.9,47.5,5.58,5.85,6.22,6.3,0.17,0.18,0.19,0.19,0.04,0.04,0.04,0.04,40.7,42.6,45.25,45.97,,,,,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7.",,,,,,,,,,,,903,JPG,,Benalla,Victoria,145.9967675,-36.57890775
73,Softwood chips,Industrial Processing,Timber industry,Woodchips (Softwood),VIC,Benalla,83,B56,Wood chips (softwood species not known),"AGL samples #2, from Alan Parker. Wood chips. Date: 18/06/2001",other,chips,SSH,8/09/2020,12.5,5.4,1.5,1.6,1.7,71.8,77.6,82,83.4,14.2,15.4,16.3,16.6,19.48,21.06,22.26,22.65,4652,5030,5316,5410,41,44.4,46.9,47.7,5.41,5.85,6.18,6.29,0.08,0.09,0.1,0.1,0.02,0.02,0.02,0.02,39.5,42.64,45.1,45.89,,,,,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7.",,,,,,,,,,,,912,JPG,,Benalla,Victoria,145.9967675,-36.57890775
74,Particle board waste,Industrial Processing,Timber industry,Residue (Particle board),VIC,Benalla,84,B57,Ground particle board (wood waste),"AGL samples #3, from Alan Parker. Ground particle board. Date: 18/06/2001",other,other,SSH,8/09/2020,7.8,6.1,0.3,0.3,0.3,75.4,76.8,81.8,82.1,16.5,16.8,17.9,17.9,17.24,17.56,18.7,18.76,4118,4194,4466,4480,42.3,43,45.8,46,5.94,6.05,6.44,6.46,3.06,3.12,3.32,3.33,0.06,0.06,0.06,0.06,40.5,41.37,44.08,44.15,,,,,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7.",,,,,,,,,,,,921,JPG,,Benalla,Victoria,145.9967675,-36.57890775
75,Sawdust wood waste,Industrial Processing,Timber industry,Sawdust (Unspecified),VIC,Benalla,85,B58,Fine sawdust waste ex industry (details not known),"AGL samples (no number), from Alan Parker. Date: 18/06/2001",other,sawdust,SSH,8/09/2020,4.8,5.7,0.5,0.5,0.5,76.7,76,80.6,81,18,17.8,18.9,19,18.44,18.27,19.37,19.48,4404,4364,4626,4652,43.5,43.1,45.7,46,6.2,6.14,6.51,6.55,6.03,5.97,6.33,6.36,0.07,0.07,0.07,0.07,38.9,38.5,40.89,41.02,,,,,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7.",,,,,,,,,,,,#N/A,,,Benalla,Victoria,145.9967675,-36.57890775
76,Oil mallee leaf/twig,Forestry,Leaf/twig,Hardwood (Eucalyptus),WA,Woodanilling,86,B82 - LT,Eucalyptus horistes (oil mallee) leaf/twig fraction. ALTRIG species. Age ~ 11 years.,Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Farm at Woodanilling. Harvested dec 2002.,Eucalypt,leaves,SSH,8/09/2020,10.2,8.8,1.9,1.9,2.1,69.9,71,77.9,79.5,18,18.3,20,20.5,18.99,19.29,21.15,21.6,4536,4608,5052,5160,46.5,47.2,51.8,52.9,5.5,5.59,6.13,6.26,0.51,0.52,0.57,0.58,0.06,0.06,0.07,0.07,35.3,35.9,39.33,40.19,1674,1700,1864,1903.98,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",14.2,9.4,1.06,2.29,6,13.1,21.6,0.06,0.05,0.73,31.51,939,JPG,"Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western",Woodanilling,Western Australia,117.4605272,-33.5703198
77,Oil mallee bark,Forestry,Bark,Hardwood (Eucalyptus),WA,Woodanilling,87,B82-B,"Eucalyptus horistes (oil mallee) bark fraction. ALTRIG species. Age ~ 11 years.
",Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Farm at Woodanilling. Harvested dec 2002.,Eucalypt,bark,SSH,8/09/2020,10.5,8.3,1.4,1.4,1.5,69.5,71.2,77.6,78.8,18.6,19.1,20.9,21.2,17.45,17.88,19.5,19.8,4168,4270,4658,4730,43.8,44.9,49,49.7,5.11,5.24,5.71,5.8,0.22,0.23,0.25,0.25,0.07,0.07,0.08,0.08,38.9,39.9,43.46,44.17,1562,1600,1745,1771.57,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",12.5,14.5,0.8,1.86,1.69,11.2,22.4,0.05,0.28,0.33,34.39,948,JPG,"Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western",Woodanilling,Western Australia,117.4605272,-33.5703198
78,Oil mallee wood,Forestry,Stem,Hardwood (Eucalyptus),WA,Woodanilling,88,B82-W,"Eucalyptus horistes (oil mallee) stemwood fraction. ALTRIG species. Age ~ 11 years.
",Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Farm at Woodanilling. Harvested dec 2002.,Eucalypt,stemwood,SSH,8/09/2020,9.3,7.3,0.3,0.3,0.3,78.1,79.8,86.1,86.4,12.3,12.6,13.6,13.6,17.64,18.03,19.45,19.51,4214,4306,4646,4660,44.2,45.2,48.8,48.9,5.36,5.48,5.91,5.93,0.15,0.15,0.16,0.16,0.03,0.03,0.03,0.03,40.66,41.5,44.8,44.98,20,20.44,22.05,22.12,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified. Note that Chlorine was below the lower detection limit of 40mg/kg. A value of 20mg/kg (a.r. basis) has been entered to allow for correct average calculations.",4,20.2,0.41,1.33,1.9,15.8,23.1,0.04,0.62,1.82,30.78,957,JPG,"Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western",Woodanilling,Western Australia,117.4605272,-33.5703198
79,Sugar gum leaf/twig,Forestry,Leaf/twig,Hardwood (Eucalyptus),WA,Dinninup,89,B83 - LT,"Eucalyptus cladocalyx (sugar gum) leaf/twig fraction. ALTRIG species. Age ~ 13 years.
",Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Farm at Dinninup. Harvested dec 2002,Eucalypt,leaves,SSH,8/09/2020,9.7,8.6,2.4,2.4,2.6,69.9,70.8,77.5,79.6,18,18.2,19.9,20.4,19.54,19.78,21.64,22.22,4668,4724,5168,5308,47.3,47.9,52.4,53.8,5.79,5.86,6.41,6.58,0.9,0.91,1,1.02,0.05,0.05,0.06,0.06,33.86,34.28,37.53,38.54,4347,4400,4814,4942.51,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",8,10.5,0.25,0.76,7.8,15.3,24.2,0.01,0.7,0.29,32.19,966,JPG,"Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western",Dinninup,Western Australia,116.51376,-33.74194976
80,Sugar gum bark,Forestry,Bark,Hardwood (Eucalyptus),WA,Dinninup,90,B83 - B,"Eucalyptus cladocalyx (sugar gum) bark fraction. ALTRIG species. Age ~ 13 years.
",Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Farm at Dinninup. Harvested dec 2002.,Eucalypt,bark,SSH,8/09/2020,11.3,8.7,2.6,2.7,3,67.4,69.4,76,78.3,18.7,19.2,21,21.7,16.15,16.62,18.2,18.76,3858,3970,4346,4480,41.5,42.7,46.8,48.2,4.84,4.98,5.45,5.62,0.26,0.27,0.3,0.3,0.03,0.03,0.03,0.03,39.47,40.6,44.42,45.85,3983,4100,4490,4628.87,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",2.64,23.4,0.11,0.28,4.5,5.9,30.7,0.01,1.28,0.2,30.98,975,JPG,"""""Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Wester",Dinninup,Western Australia,116.51376,-33.74194976
81,"Sugar gum, wood",Forestry,Stem,Hardwood (Eucalyptus),WA,Dinninup,91,B83 - W,"Eucalyptus cladocalyx (sugar gum) stemwood fraction. ALTRIG species. Age ~ 13 years.
",Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Farm at Dinninup. Harvested dec 2002.,Eucalypt,stemwood,SSH,8/09/2020,8.9,8.4,0.4,0.4,0.4,78.4,78.8,86,86.4,12.3,12.4,13.6,13.6,17.47,17.57,19.18,19.27,4172,4196,4582,4602,44.3,44.5,48.6,48.8,5.94,5.97,6.52,6.55,0.23,0.23,0.25,0.25,0.02,0.02,0.02,0.02,40.21,40.48,44.21,44.38,199,200,218,218.88,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",3.2,14.5,0.27,1.02,14,18.2,26.4,0.02,1,0.46,20.93,984,JPG,"""""Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Wester",Dinninup,Western Australia,116.51376,-33.74194976
82,Blue gum leaf/twig,Forestry,Leaf/twig,Hardwood (Eucalyptus),WA,Dinninup,92,B89 - LT,"Eucalyptus globulus (blue gum) leaf/twig fraction. Age ~ 13 years. 
",Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Farm at Dinninup. Harvested dec 2002.,Eucalypt,leaves,SSH,8/09/2020,9.8,8.2,3.3,3.4,3.7,71.4,72.7,79.2,82.2,15.5,15.7,17.1,17.8,19.54,19.89,21.67,22.5,4668,4750,5176,5374,48.2,49.1,53.5,55.5,5.6,5.7,6.21,6.45,0.75,0.76,0.83,0.86,0.06,0.06,0.06,0.06,32.29,32.8,35.7,37.13,2555,2600,2832,2940.81,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",2.91,8.3,0.47,1.52,2.7,8.7,35.7,0.02,0.55,2.43,36.7,993,JPG,"""""Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Wester",Dinninup,Western Australia,116.51376,-33.74194976
